# Exportado el: 2025-06-02 08:17:14
carId;carVal;valId;valVal
26355;BATERIA;1693309;BATERIA: LI-ION 3 CELDAS
26355;BATERIA;1693310;BATERIA: LI-ION 4 CELDAS
26355;BATERIA;1693311;BATERIA: LI-ION 6 CELDAS
26355;BATERIA;1693312;BATERIA: LI-ION 8 CELDAS
26355;BATERIA;1693313;BATERIA: LI-PO 6 CELDAS
26356;PESO;1693314;PESO: 3.67 Kg
26356;PESO;1693315;PESO: 2.07 Kg
26356;PESO;1693316;PESO: 1.79 Kg
26356;PESO;1693317;PESO: 2.72 kg
26356;PESO;1693318;PESO: 2.68 kg
26356;PESO;1693319;PESO: 2.70 kg
26356;PESO;1693320;PESO: 2.71 kg
26356;PESO;1693321;PESO: 2.73 kg
26356;PESO;1693322;PESO: 1.47 kg
26356;PESO;1693323;PESO: 3.61 kg
26356;PESO;1693324;PESO: 2.88 kg
26356;PESO;1693325;PESO: 2.75 kg
26356;PESO;1693326;PESO: 2.69 kg
26356;PESO;1693327;PESO: 2.63 kg
26356;PESO;1693328;PESO: 2.65 kg
26356;PESO;1693329;PESO: 2.11 kg
26356;PESO;1693330;PESO: 1.80 kg
26356;PESO;1693331;PESO: 1.34 kg
26356;PESO;1693332;PESO: 2.165 kg
26356;PESO;1693333;PESO: 3.01 Kg
26356;PESO;1693334;PESO: 2.66 kg
26356;PESO;1693335;PESO: 1.81 Kg
26356;PESO;1693336;PESO: 2.87 kg
26356;PESO;1693337;PESO: 1.75 kg
26356;PESO;1693338;PESO: 2.28 kg
26356;PESO;1693339;PESO: 2.29 kg
26356;PESO;1693340;PESO: 2.30 kg
26356;PESO;1693341;PESO: 2.31 kg
26356;PESO;1693342;PESO: 2.34 kg
26356;PESO;1693343;PESO: 2.36 kg
26356;PESO;1693344;PESO: 2.37 kg
26356;PESO;1693345;PESO: 2.39 kg
26356;PESO;1693346;PESO: 2.41 kg
26356;PESO;1693347;PESO: 2.42 kg
26356;PESO;1693348;PESO: 2.23 kg
26356;PESO;1693349;PESO: 2.26 kg
26356;PESO;1693350;PESO: 2.44 kg
26356;PESO;1693351;PESO: 2.46 kg
26356;PESO;1693352;PESO: 2.52 kg
26356;PESO;1693353;PESO: 2.53 kg
26356;PESO;1693354;PESO: 2.55 kg
26356;PESO;1693355;PESO: 2.56 kg
26356;PESO;1693356;PESO: 2.57 kg
26356;PESO;1693357;PESO: 2.61 kg
26356;PESO;1693358;PESO: 2.24 kg
26356;PESO;1693359;PESO: 2.32 kg
26356;PESO;1693360;PESO: 2.40 kg
26356;PESO;1693361;PESO: 2.47 kg
26356;PESO;1693362;PESO: 2.51 kg
26356;PESO;1693363;PESO: 2.62 kg
26356;PESO;1693364;PESO: 2.33 kg
26356;PESO;1693365;PESO: 2.48 kg
26356;PESO;1693366;PESO: 2.58 kg
26356;PESO;1693367;PESO: 2.25 kg
26356;PESO;1693368;PESO: 2.38 kg
26356;PESO;1693369;PESO: 2.43 kg
26356;PESO;1693370;PESO: 2.49 kg
26356;PESO;1693371;PESO: 2.54 kg
26356;PESO;1693372;PESO: 2.64 kg
26356;PESO;1693373;PESO: 2.74 kg
26356;PESO;1693374;PESO: 1.84 Kg
26356;PESO;1693375;PESO: 2.35 kg
26356;PESO;1693376;PESO: 1.35 kg
26356;PESO;1693377;PESO: 2.95 kg
26356;PESO;1693378;PESO: 1.24 kg
26356;PESO;1693379;PESO: 1.71 kg
26356;PESO;1693380;PESO: 1.89 kg
26356;PESO;1693381;PESO: 1.90 kg
26356;PESO;1693382;PESO: 1.91 kg
26356;PESO;1693383;PESO: 2.00 kg
26356;PESO;1693384;PESO: 2.10 kg
26356;PESO;1693385;PESO: 2.27 kg
26356;PESO;1693386;PESO: 2.67 kg
26356;PESO;1693387;PESO: 2.93 kg
26356;PESO;1693388;PESO: 3.00 kg
26356;PESO;1693389;PESO: 3.46 kg
26356;PESO;1693390;PESO: 2.59 kg
26356;PESO;1693391;PESO: 3.14 kg
